序号,目标色坐标,近邻序号,近邻色坐标,Δuv,Δuv统计,K点比例法Ra,精确法最佳Ra,近邻最佳Ra,近邻最佳RGB混色点,近邻最佳比例值,近邻边界
241,"(0.47512, 0.26718)",1,"(0.47785, 0.26721)",0.00248288494907583,"dUV max=0.023204, min=0.002483, avg=0.017991",28.9686,29.7788,35.2394572717358,"(0.55421, 0.22399)","W=0.4517, RGB=0.5483",B-R
241,"(0.47512, 0.26718)",2,"(0.46125, 0.27473)",0.0184617660262585,"",,,37.9059682716937,"(0.55119, 0.22252)","W=0.5246, RGB=0.4754",B-R
241,"(0.47512, 0.26718)",3,"(0.49559, 0.29445)",0.0210106124122518,"",,,42.746011358185,"(0.61591, 0.25403)","W=0.5048, RGB=0.4952",B-R
241,"(0.47512, 0.26718)",4,"(0.44577, 0.24928)",0.0212619340788184,"",,,29.1879698095969,"(0.50260, 0.19887)","W=0.4703, RGB=0.5297",B-R
241,"(0.47512, 0.26718)",5,"(0.46188, 0.24269)",0.021526395805311,"",,,27.0598637283917,"(0.51031, 0.20263)","W=0.3937, RGB=0.6063",B-R
241,"(0.47512, 0.26718)",6,"(0.49370, 0.26002)",0.0232035131904324,"",,,34.5033977662193,"(0.55657, 0.22514)","W=0.3781, RGB=0.6219",B-R
242,"(0.49397, 0.29537)",1,"(0.49559, 0.29445)",0.00211129405137591,"dUV max=0.022930, min=0.002111, avg=0.018042",37.0954,38.4728,42.746011358185,"(0.61591, 0.25403)","W=0.5048, RGB=0.4952",B-R
242,"(0.49397, 0.29537)",2,"(0.47850, 0.30308)",0.0187089958029248,"",,,45.8392041641787,"(0.62291, 0.25743)","W=0.5744, RGB=0.4256",B-R
242,"(0.49397, 0.29537)",3,"(0.51543, 0.32488)",0.0203378164263244,"",,,47.7621179602784,"(0.69647, 0.30097)","W=0.5356, RGB=0.4644",R-G
242,"(0.49397, 0.29537)",4,"(0.46125, 0.27473)",0.0220764911561052,"",,,37.9059682716937,"(0.55119, 0.22252)","W=0.5246, RGB=0.4754",B-R
242,"(0.49397, 0.29537)",5,"(0.47785, 0.26721)",0.0220859788806367,"",,,35.2394572717358,"(0.55421, 0.22399)","W=0.4517, RGB=0.5483",B-R
242,"(0.49397, 0.29537)",6,"(0.51188, 0.28622)",0.0229303073471568,"",,,41.4033687565461,"(0.61072, 0.25150)","W=0.4346, RGB=0.5654",B-R
243,"(0.51510, 0.32697)",1,"(0.51543, 0.32488)",0.00202911082456623,"dUV max=0.022892, min=0.002029, avg=0.018155",35.1367,37.4633,47.7621179602784,"(0.69647, 0.30097)","W=0.5356, RGB=0.4644",R-G
243,"(0.51510, 0.32697)",2,"(0.49782, 0.33484)",0.0189890264722912,"",,,44.2718211110178,"(0.67018, 0.32007)","W=0.5334, RGB=0.4666",R-G
243,"(0.51510, 0.32697)",3,"(0.53773, 0.35912)",0.0196767528649886,"",,,21.9059145160703,"(0.61136, 0.36280)","W=0.2574, RGB=0.7426",R-G
243,"(0.51510, 0.32697)",4,"(0.49559, 0.29445)",0.022661908417672,"",,,42.746011358185,"(0.61591, 0.25403)","W=0.5048, RGB=0.4952",B-R
243,"(0.51510, 0.32697)",5,"(0.53215, 0.31543)",0.0226839557607917,"",,,47.6932397421913,"(0.68808, 0.28915)","W=0.4864, RGB=0.5136",B-R
243,"(0.51510, 0.32697)",6,"(0.47850, 0.30308)",0.0228919192298317,"",,,45.8392041641787,"(0.62291, 0.25743)","W=0.5744, RGB=0.4256",B-R
244,"(0.53896, 0.36266)",1,"(0.53773, 0.35912)",0.00226801723347424,"dUV max=0.023253, min=0.002268, avg=0.018171",15.7360,15.8733,21.9059145160703,"(0.61136, 0.36280)","W=0.2574, RGB=0.7426",R-G
244,"(0.53896, 0.36266)",2,"(0.56301, 0.39792)",0.0190286445364564,"",,,-1.81923272133062,"(0.56301, 0.39792)","W=-0.0000, RGB=1.0000",
244,"(0.53896, 0.36266)",3,"(0.51962, 0.37067)",0.0193004303590065,"",,,19.2964044490549,"(0.58931, 0.37882)","W=0.2564, RGB=0.7436",R-G
244,"(0.53896, 0.36266)",4,"(0.55488, 0.34818)",0.0224653418880283,"",,,26.2188197740812,"(0.63183, 0.34793)","W=0.2584, RGB=0.7416",R-G
244,"(0.53896, 0.36266)",5,"(0.58055, 0.38518)",0.0227079068638353,"",,,1.41987400154285,"(0.58055, 0.38518)","W=0.0000, RGB=1.0000",
244,"(0.53896, 0.36266)",6,"(0.51543, 0.32488)",0.023252969840688,"",,,47.7621179602784,"(0.69647, 0.30097)","W=0.5356, RGB=0.4644",R-G
245,"(0.56612, 0.40328)",1,"(0.56301, 0.39792)",0.00274543200066219,"dUV max=0.037468, min=0.002745, avg=0.021752",-3.9113,-3.9113,-1.81923272133062,"(0.56301, 0.39792)","W=-0.0000, RGB=1.0000",
245,"(0.56612, 0.40328)",2,"(0.54442, 0.41143)",0.0196417153269848,"",,,-3.6727293020987,"(0.54442, 0.41143)","W=0.0000, RGB=1.0000",
245,"(0.56612, 0.40328)",3,"(0.58055, 0.38518)",0.0222752824134825,"",,,1.41987400154285,"(0.58055, 0.38518)","W=0.0000, RGB=1.0000",
245,"(0.56612, 0.40328)",4,"(0.53773, 0.35912)",0.0238580385396382,"",,,21.9059145160703,"(0.61136, 0.36280)","W=0.2574, RGB=0.7426",R-G
245,"(0.56612, 0.40328)",5,"(0.51962, 0.37067)",0.0245250407612719,"",,,19.2964044490549,"(0.58931, 0.37882)","W=0.2564, RGB=0.7436",R-G
245,"(0.56612, 0.40328)",6,"(0.55488, 0.34818)",0.0374679166143759,"",,,26.2188197740812,"(0.63183, 0.34793)","W=0.2584, RGB=0.7416",R-G
246,"(0.41916, 0.15805)",1,"(0.42508, 0.16114)",0.00566779615475527,"dUV max=0.033817, min=0.005668, avg=0.021567",-63.9690,-63.9690,-50.7958338624584,"(0.42508, 0.16114)","W=0.0000, RGB=1.0000",
246,"(0.41916, 0.15805)",2,"(0.40116, 0.14950)",0.0174490199766665,"",,,-68.2673069694368,"(0.40116, 0.14950)","W=0.0000, RGB=1.0000",
246,"(0.41916, 0.15805)",3,"(0.41128, 0.16503)",0.01871734418824,"",,,-31.1269185677018,"(0.41500, 0.15624)","W=0.0965, RGB=0.9035",B-R
246,"(0.41916, 0.15805)",4,"(0.43646, 0.17755)",0.024990172884516,"",,,-17.1500520085135,"(0.44151, 0.16914)","W=0.0919, RGB=0.9081",B-R
246,"(0.41916, 0.15805)",5,"(0.45013, 0.17333)",0.0287613649137551,"",,,-33.648865513943,"(0.45013, 0.17333)","W=0.0000, RGB=1.0000",
246,"(0.41916, 0.15805)",6,"(0.38725, 0.15310)",0.0338172410091163,"",,,-45.3197994408733,"(0.38976, 0.14395)","W=0.1017, RGB=0.8983",B-R
247,"(0.43108, 0.17478)",1,"(0.43646, 0.17755)",0.00485812331078037,"dUV max=0.024287, min=0.004858, avg=0.018095",-26.6511,-26.4804,-17.1500520085135,"(0.44151, 0.16914)","W=0.0919, RGB=0.9081",B-R
247,"(0.43108, 0.17478)",2,"(0.41128, 0.16503)",0.0182470414886789,"",,,-31.1269185677018,"(0.41500, 0.15624)","W=0.0965, RGB=0.9035",B-R
247,"(0.43108, 0.17478)",3,"(0.42508, 0.16114)",0.0187037576804418,"",,,-50.7958338624584,"(0.42508, 0.16114)","W=0.0000, RGB=1.0000",
247,"(0.43108, 0.17478)",4,"(0.42228, 0.18192)",0.0187806628359189,"",,,-7.1629669751987,"(0.43163, 0.16433)","W=0.1827, RGB=0.8173",B-R
247,"(0.43108, 0.17478)",5,"(0.45013, 0.17333)",0.023693877299742,"",,,-33.648865513943,"(0.45013, 0.17333)","W=0.0000, RGB=1.0000",
247,"(0.43108, 0.17478)",6,"(0.44886, 0.19541)",0.0242873277204576,"",,,4.39424466157705,"(0.46135, 0.17880)","W=0.1744, RGB=0.8256",B-R
248,"(0.44410, 0.19303)",1,"(0.44886, 0.19541)",0.00405532911360012,"dUV max=0.023593, min=0.004055, avg=0.018015",-5.5728,-5.0772,4.39424466157705,"(0.46135, 0.17880)","W=0.1744, RGB=0.8256",B-R
248,"(0.44410, 0.19303)",2,"(0.43428, 0.20034)",0.0188800027255782,"",,,7.18369069303481,"(0.45199, 0.17424)","W=0.2602, RGB=0.7398",B-R
248,"(0.44410, 0.19303)",3,"(0.42228, 0.18192)",0.0190475098450938,"",,,-7.1629669751987,"(0.43163, 0.16433)","W=0.1827, RGB=0.8173",B-R
248,"(0.44410, 0.19303)",4,"(0.43646, 0.17755)",0.0192038221542893,"",,,-17.1500520085135,"(0.44151, 0.16914)","W=0.0919, RGB=0.9081",B-R
248,"(0.44410, 0.19303)",5,"(0.46288, 0.19067)",0.0233098107964773,"",,,-3.4424532316412,"(0.46939, 0.18271)","W=0.0876, RGB=0.9124",B-R
248,"(0.44410, 0.19303)",6,"(0.46241, 0.21494)",0.0235925140260579,"",,,17.101146326118,"(0.48576, 0.19068)","W=0.2489, RGB=0.7511",B-R
249,"(0.45835, 0.21303)",1,"(0.46241, 0.21494)",0.00326449224266855,"dUV max=0.022949, min=0.003264, avg=0.017952",7.7389,8.4055,17.101146326118,"(0.48576, 0.19068)","W=0.2489, RGB=0.7511",B-R
249,"(0.45835, 0.21303)",2,"(0.44742, 0.22051)",0.0190147993033109,"",,,17.9720097660723,"(0.47747, 0.18664)","W=0.3302, RGB=0.6698",B-R
249,"(0.45835, 0.21303)",3,"(0.44886, 0.19541)",0.0197258688671591,"",,,4.39424466157705,"(0.46135, 0.17880)","W=0.1744, RGB=0.8256",B-R
249,"(0.45835, 0.21303)",4,"(0.43428, 0.20034)",0.0198501290367162,"",,,7.18369069303481,"(0.45199, 0.17424)","W=0.2602, RGB=0.7398",B-R
249,"(0.45835, 0.21303)",5,"(0.47729, 0.23638)",0.0229064626602315,"",,,26.7363848991427,"(0.51655, 0.20566)","W=0.3165, RGB=0.6835",B-R
249,"(0.45835, 0.21303)",6,"(0.47681, 0.20960)",0.0229491093619312,"",,,15.585182347107,"(0.49276, 0.19409)","W=0.1668, RGB=0.8332",B-R
250,"(0.47404, 0.23503)",1,"(0.47729, 0.23638)",0.00249699985006721,"dUV max=0.022613, min=0.002497, avg=0.017908",18.1761,18.9523,26.7363848991427,"(0.51655, 0.20566)","W=0.3165, RGB=0.6835",B-R
250,"(0.47404, 0.23503)",2,"(0.46188, 0.24269)",0.0191843051851899,"",,,27.0598637283917,"(0.51031, 0.20263)","W=0.3937, RGB=0.6063",B-R
250,"(0.47404, 0.23503)",3,"(0.46241, 0.21494)",0.0202681993048513,"",,,17.101146326118,"(0.48576, 0.19068)","W=0.2489, RGB=0.7511",B-R
250,"(0.47404, 0.23503)",4,"(0.44742, 0.22051)",0.0206546483270866,"",,,17.9720097660723,"(0.47747, 0.18664)","W=0.3302, RGB=0.6698",B-R
250,"(0.47404, 0.23503)",5,"(0.49370, 0.26002)",0.0222299848944021,"",,,34.5033977662193,"(0.55657, 0.22514)","W=0.3781, RGB=0.6219",B-R
250,"(0.47404, 0.23503)",6,"(0.49206, 0.23033)",0.0226128911223256,"",,,26.4882921558432,"(0.52170, 0.20817)","W=0.2385, RGB=0.7615",B-R
251,"(0.49138, 0.25935)",1,"(0.49370, 0.26002)",0.00178325269269286,"dUV max=0.022302, min=0.001783, avg=0.017888",27.2736,28.1155,34.5033977662193,"(0.55657, 0.22514)","W=0.3781, RGB=0.6219",B-R
251,"(0.49138, 0.25935)",2,"(0.47785, 0.26721)",0.0193876100022098,"",,,35.2394572717358,"(0.55421, 0.22399)","W=0.4517, RGB=0.5483",B-R
251,"(0.49138, 0.25935)",3,"(0.47729, 0.23638)",0.0208292291461774,"",,,26.7363848991427,"(0.51655, 0.20566)","W=0.3165, RGB=0.6835",B-R
251,"(0.49138, 0.25935)",4,"(0.46188, 0.24269)",0.0214608540259453,"",,,27.0598637283917,"(0.51031, 0.20263)","W=0.3937, RGB=0.6063",B-R
251,"(0.49138, 0.25935)",5,"(0.51188, 0.28622)",0.0215639817397464,"",,,41.4033687565461,"(0.61072, 0.25150)","W=0.4346, RGB=0.5654",B-R
251,"(0.49138, 0.25935)",6,"(0.50885, 0.25315)",0.0223022633959066,"",,,35.1194618506906,"(0.55846, 0.22606)","W=0.3039, RGB=0.6961",B-R
252,"(0.51065, 0.28638)",1,"(0.51188, 0.28622)",0.00122141530476971,"dUV max=0.022269, min=0.001221, avg=0.017908",35.3554,36.3489,41.4033687565461,"(0.61072, 0.25150)","W=0.4346, RGB=0.5654",B-R
252,"(0.51065, 0.28638)",2,"(0.49559, 0.29445)",0.0196236632926433,"",,,42.746011358185,"(0.61591, 0.25403)","W=0.5048, RGB=0.4952",B-R
252,"(0.51065, 0.28638)",3,"(0.53215, 0.31543)",0.0209094541249842,"",,,47.6932397421913,"(0.68808, 0.28915)","W=0.4864, RGB=0.5136",B-R
252,"(0.51065, 0.28638)",4,"(0.49370, 0.26002)",0.0214074882658551,"",,,34.5033977662193,"(0.55657, 0.22514)","W=0.3781, RGB=0.6219",B-R
252,"(0.51065, 0.28638)",5,"(0.52742, 0.27838)",0.0220183092792477,"",,,41.8424243494599,"(0.60671, 0.24955)","W=0.3637, RGB=0.6363",B-R
252,"(0.51065, 0.28638)",6,"(0.47785, 0.26721)",0.0222685629710624,"",,,35.2394572717358,"(0.55421, 0.22399)","W=0.4517, RGB=0.5483",B-R
253,"(0.53220, 0.31661)",1,"(0.53215, 0.31543)",0.00108194445024778,"dUV max=0.023078, min=0.001082, avg=0.018014",38.3123,41.7209,47.6932397421913,"(0.68808, 0.28915)","W=0.4864, RGB=0.5136",B-R
253,"(0.53220, 0.31661)",2,"(0.51543, 0.32488)",0.0198912991962378,"",,,47.7621179602784,"(0.69647, 0.30097)","W=0.5356, RGB=0.4644",R-G
253,"(0.53220, 0.31661)",3,"(0.55488, 0.34818)",0.0202675138683433,"",,,26.2188197740812,"(0.63183, 0.34793)","W=0.2584, RGB=0.7416",R-G
253,"(0.53220, 0.31661)",4,"(0.54806, 0.30644)",0.0217620729186993,"",,,47.5313735592913,"(0.67284, 0.28174)","W=0.4187, RGB=0.5813",B-R
253,"(0.53220, 0.31661)",5,"(0.51188, 0.28622)",0.0220016182165632,"",,,41.4033687565461,"(0.61072, 0.25150)","W=0.4346, RGB=0.5654",B-R
253,"(0.53220, 0.31661)",6,"(0.49559, 0.29445)",0.0230776173236193,"",,,42.746011358185,"(0.61591, 0.25403)","W=0.5048, RGB=0.4952",B-R
254,"(0.55645, 0.35062)",1,"(0.55488, 0.34818)",0.00148870262513593,"dUV max=0.022610, min=0.001489, avg=0.017975",19.5114,19.5114,26.2188197740812,"(0.63183, 0.34793)","W=0.2584, RGB=0.7416",R-G
254,"(0.55645, 0.35062)",2,"(0.58055, 0.38518)",0.0196393953131995,"",,,1.41987400154285,"(0.58055, 0.38518)","W=0.0000, RGB=1.0000",
254,"(0.55645, 0.35062)",3,"(0.53773, 0.35912)",0.0201892617416148,"",,,21.9059145160703,"(0.61136, 0.36280)","W=0.2574, RGB=0.7426",R-G
254,"(0.55645, 0.35062)",4,"(0.57114, 0.33781)",0.0215345437654696,"",,,31.8533896412374,"(0.65089, 0.33409)","W=0.2595, RGB=0.7405",R-G
254,"(0.55645, 0.35062)",5,"(0.59713, 0.37314)",0.0223883502120219,"",,,6.17894055512267,"(0.59713, 0.37314)","W=0.0000, RGB=1.0000",
254,"(0.55645, 0.35062)",6,"(0.53215, 0.31543)",0.0226103679250936,"",,,47.6932397421913,"(0.68808, 0.28915)","W=0.4864, RGB=0.5136",B-R
255,"(0.58395, 0.38919)",1,"(0.58055, 0.38518)",0.00215145311004443,"dUV max=0.036556, min=0.002151, avg=0.021415",-1.3353,-1.3353,1.41987400154285,"(0.58055, 0.38518)","W=0.0000, RGB=1.0000",
255,"(0.58395, 0.38919)",2,"(0.56301, 0.39792)",0.0205162296461748,"",,,-1.81923272133062,"(0.56301, 0.39792)","W=-0.0000, RGB=1.0000",
255,"(0.58395, 0.38919)",3,"(0.59713, 0.37314)",0.0213366402210152,"",,,6.17894055512267,"(0.59713, 0.37314)","W=0.0000, RGB=1.0000",
255,"(0.58395, 0.38919)",4,"(0.55488, 0.34818)",0.023232588201377,"",,,26.2188197740812,"(0.63183, 0.34793)","W=0.2584, RGB=0.7416",R-G
255,"(0.58395, 0.38919)",5,"(0.53773, 0.35912)",0.0246992331907654,"",,,21.9059145160703,"(0.61136, 0.36280)","W=0.2574, RGB=0.7426",R-G
255,"(0.58395, 0.38919)",6,"(0.57114, 0.33781)",0.0365563206942918,"",,,31.8533896412374,"(0.65089, 0.33409)","W=0.2595, RGB=0.7405",R-G
256,"(0.44510, 0.17024)",1,"(0.45013, 0.17333)",0.00473074159467632,"dUV max=0.035090, min=0.004731, avg=0.021769",-45.4335,-45.4335,-33.648865513943,"(0.45013, 0.17333)","W=0.0000, RGB=1.0000",
256,"(0.44510, 0.17024)",2,"(0.42508, 0.16114)",0.0185260956296152,"",,,-50.7958338624584,"(0.42508, 0.16114)","W=0.0000, RGB=1.0000",
256,"(0.44510, 0.17024)",3,"(0.43646, 0.17755)",0.0197362406446397,"",,,-17.1500520085135,"(0.44151, 0.16914)","W=0.0919, RGB=0.9081",B-R
256,"(0.44510, 0.17024)",4,"(0.46288, 0.19067)",0.0248031660029987,"",,,-3.4424532316412,"(0.46939, 0.18271)","W=0.0876, RGB=0.9124",B-R
256,"(0.44510, 0.17024)",5,"(0.47638, 0.18611)",0.027730492172664,"",,,-19.3254864315448,"(0.47638, 0.18611)","W=0.0000, RGB=1.0000",
256,"(0.44510, 0.17024)",6,"(0.41128, 0.16503)",0.0350895700905346,"",,,-31.1269185677018,"(0.41500, 0.15624)","W=0.0965, RGB=0.9035",B-R
257,"(0.45848, 0.18792)",1,"(0.46288, 0.19067)",0.00390426285387685,"dUV max=0.024124, min=0.003904, avg=0.018016",-11.5396,-11.3707,-3.4424532316412,"(0.46939, 0.18271)","W=0.0876, RGB=0.9124",B-R
257,"(0.45848, 0.18792)",2,"(0.45013, 0.17333)",0.0184672726060873,"",,,-33.648865513943,"(0.45013, 0.17333)","W=0.0000, RGB=1.0000",
257,"(0.45848, 0.18792)",3,"(0.43646, 0.17755)",0.0193154950173877,"",,,-17.1500520085135,"(0.44151, 0.16914)","W=0.0919, RGB=0.9081",B-R
257,"(0.45848, 0.18792)",4,"(0.44886, 0.19541)",0.0198312738225304,"",,,4.39424466157705,"(0.46135, 0.17880)","W=0.1744, RGB=0.8256",B-R
257,"(0.45848, 0.18792)",5,"(0.47638, 0.18611)",0.0224525613079307,"",,,-19.3254864315448,"(0.47638, 0.18611)","W=0.0000, RGB=1.0000",
257,"(0.45848, 0.18792)",6,"(0.47681, 0.20960)",0.0241236086504659,"",,,15.585182347107,"(0.49276, 0.19409)","W=0.1668, RGB=0.8332",B-R
258,"(0.47310, 0.20725)",1,"(0.47681, 0.20960)",0.00307790579691539,"dUV max=0.023454, min=0.003078, avg=0.017948",7.1231,7.6360,15.585182347107,"(0.49276, 0.19409)","W=0.1668, RGB=0.8332",B-R
258,"(0.47310, 0.20725)",2,"(0.46288, 0.19067)",0.0190100577331601,"",,,-3.4424532316412,"(0.46939, 0.18271)","W=0.0876, RGB=0.9124",B-R
258,"(0.47310, 0.20725)",3,"(0.46241, 0.21494)",0.01996012352996,"",,,17.101146326118,"(0.48576, 0.19068)","W=0.2489, RGB=0.7511",B-R
258,"(0.47310, 0.20725)",4,"(0.44886, 0.19541)",0.0201078929657435,"",,,4.39424466157705,"(0.46135, 0.17880)","W=0.1744, RGB=0.8256",B-R
258,"(0.47310, 0.20725)",5,"(0.49064, 0.20446)",0.0220782895783234,"",,,9.92029791060249,"(0.49875, 0.19700)","W=0.0838, RGB=0.9162",B-R
258,"(0.47310, 0.20725)",6,"(0.49206, 0.23033)",0.0234535035364737,"",,,26.4882921558432,"(0.52170, 0.20817)","W=0.2385, RGB=0.7615",B-R
259,"(0.48916, 0.22847)",1,"(0.49206, 0.23033)",0.00225180439274527,"dUV max=0.022794, min=0.002252, avg=0.017895",18.9580,19.6506,26.4882921558432,"(0.52170, 0.20817)","W=0.2385, RGB=0.7615",B-R
259,"(0.48916, 0.22847)",2,"(0.47681, 0.20960)",0.0195727186613056,"",,,15.585182347107,"(0.49276, 0.19409)","W=0.1668, RGB=0.8332",B-R
259,"(0.48916, 0.22847)",3,"(0.47729, 0.23638)",0.0201221401571561,"",,,26.7363848991427,"(0.51655, 0.20566)","W=0.3165, RGB=0.6835",B-R
259,"(0.48916, 0.22847)",4,"(0.46241, 0.21494)",0.0209029484652958,"",,,17.101146326118,"(0.48576, 0.19068)","W=0.2489, RGB=0.7511",B-R
259,"(0.48916, 0.22847)",5,"(0.50623, 0.22453)",0.0217290385288518,"",,,26.3939173918153,"(0.52603, 0.21028)","W=0.1598, RGB=0.8402",B-R
259,"(0.48916, 0.22847)",6,"(0.50885, 0.25315)",0.022793684327371,"",,,35.1194618506906,"(0.55846, 0.22606)","W=0.3039, RGB=0.6961",B-R
260,"(0.50687, 0.25188)",1,"(0.50885, 0.25315)",0.00142640289457381,"dUV max=0.022145, min=0.001426, avg=0.017858",27.7969,28.6215,35.1194618506906,"(0.55846, 0.22606)","W=0.3039, RGB=0.6961",B-R
260,"(0.50687, 0.25188)",2,"(0.49206, 0.23033)",0.0201535907430183,"",,,26.4882921558432,"(0.52170, 0.20817)","W=0.2385, RGB=0.7615",B-R
260,"(0.50687, 0.25188)",3,"(0.49370, 0.26002)",0.0203165302387788,"",,,34.5033977662193,"(0.55657, 0.22514)","W=0.3781, RGB=0.6219",B-R
260,"(0.50687, 0.25188)",4,"(0.52335, 0.24657)",0.0214060328724935,"",,,35.4354627685524,"(0.56001, 0.22682)","W=0.2290, RGB=0.7710",B-R
260,"(0.50687, 0.25188)",5,"(0.47729, 0.23638)",0.0217003694168974,"",,,26.7363848991427,"(0.51655, 0.20566)","W=0.3165, RGB=0.6835",B-R
260,"(0.50687, 0.25188)",6,"(0.52742, 0.27838)",0.0221450704573788,"",,,41.8424243494599,"(0.60671, 0.24955)","W=0.3637, RGB=0.6363",B-R
261,"(0.52651, 0.27784)",1,"(0.52742, 0.27838)",0.000604574791137939,"dUV max=0.022500, min=0.000605, avg=0.017836",35.3007,36.2002,41.8424243494599,"(0.60671, 0.24955)","W=0.3637, RGB=0.6363",B-R
261,"(0.52651, 0.27784)",2,"(0.51188, 0.28622)",0.0205423747567844,"",,,41.4033687565461,"(0.61072, 0.25150)","W=0.4346, RGB=0.5654",B-R
261,"(0.52651, 0.27784)",3,"(0.50885, 0.25315)",0.0207511447189183,"",,,35.1194618506906,"(0.55846, 0.22606)","W=0.3039, RGB=0.6961",B-R
261,"(0.52651, 0.27784)",4,"(0.54225, 0.27090)",0.0211104773644316,"",,,42.9544970495991,"(0.60353, 0.24800)","W=0.2923, RGB=0.7077",B-R
261,"(0.52651, 0.27784)",5,"(0.54806, 0.30644)",0.0215086756722657,"",,,47.5313735592913,"(0.67284, 0.28174)","W=0.4187, RGB=0.5813",B-R
261,"(0.52651, 0.27784)",6,"(0.49370, 0.26002)",0.0224999043194134,"",,,34.5033977662193,"(0.55657, 0.22514)","W=0.3781, RGB=0.6219",B-R
262,"(0.54840, 0.30678)",1,"(0.54806, 0.30644)",0.000251553979249787,"dUV max=0.022904, min=0.000252, avg=0.017841",40.3270,42.8864,47.5313735592913,"(0.67284, 0.28174)","W=0.4187, RGB=0.5813",B-R
262,"(0.54840, 0.30678)",2,"(0.53215, 0.31543)",0.0207986490815891,"",,,47.6932397421913,"(0.68808, 0.28915)","W=0.4864, RGB=0.5136",B-R
262,"(0.54840, 0.30678)",3,"(0.56321, 0.29787)",0.0208435397434327,"",,,48.8967215947766,"(0.66125, 0.27609)","W=0.3504, RGB=0.6496",B-R
262,"(0.54840, 0.30678)",4,"(0.57114, 0.33781)",0.0208856169660636,"",,,31.8533896412374,"(0.65089, 0.33409)","W=0.2595, RGB=0.7405",R-G
262,"(0.54840, 0.30678)",5,"(0.52742, 0.27838)",0.0213639808490814,"",,,41.8424243494599,"(0.60671, 0.24955)","W=0.3637, RGB=0.6363",B-R
262,"(0.54840, 0.30678)",6,"(0.58658, 0.32796)",0.0229043861072906,"",,,38.7996302478887,"(0.66867, 0.32117)","W=0.2605, RGB=0.7395",R-G
263,"(0.57297, 0.33926)",1,"(0.57114, 0.33781)",0.00106204114649093,"dUV max=0.022106, min=0.001062, avg=0.017854",25.0588,25.0588,31.8533896412374,"(0.65089, 0.33409)","W=0.2595, RGB=0.7405",R-G
263,"(0.57297, 0.33926)",2,"(0.59713, 0.37314)",0.020277123716086,"",,,6.17894055512267,"(0.59713, 0.37314)","W=0.0000, RGB=1.0000",
263,"(0.57297, 0.33926)",3,"(0.58658, 0.32796)",0.020606332201144,"",,,38.7996302478887,"(0.66867, 0.32117)","W=0.2605, RGB=0.7395",R-G
263,"(0.57297, 0.33926)",4,"(0.55488, 0.34818)",0.0210842436396464,"",,,26.2188197740812,"(0.63183, 0.34793)","W=0.2584, RGB=0.7416",R-G
263,"(0.57297, 0.33926)",5,"(0.54806, 0.30644)",0.0219908215299091,"",,,47.5313735592913,"(0.67284, 0.28174)","W=0.4187, RGB=0.5813",B-R
263,"(0.57297, 0.33926)",6,"(0.61282, 0.36174)",0.0221058087129076,"",,,12.4250184670465,"(0.61282, 0.36174)","W=-0.0000, RGB=1.0000",
264,"(0.60072, 0.37594)",1,"(0.59713, 0.37314)",0.00188665488502054,"dUV max=0.035647, min=0.001887, avg=0.021145",2.9740,2.9740,6.17894055512267,"(0.59713, 0.37314)","W=0.0000, RGB=1.0000",
264,"(0.60072, 0.37594)",2,"(0.61282, 0.36174)",0.0203998918575006,"",,,12.4250184670465,"(0.61282, 0.36174)","W=-0.0000, RGB=1.0000",
264,"(0.60072, 0.37594)",3,"(0.58055, 0.38518)",0.0213979844695434,"",,,1.41987400154285,"(0.58055, 0.38518)","W=0.0000, RGB=1.0000",
264,"(0.60072, 0.37594)",4,"(0.57114, 0.33781)",0.0226305030581874,"",,,31.8533896412374,"(0.65089, 0.33409)","W=0.2595, RGB=0.7405",R-G
264,"(0.60072, 0.37594)",5,"(0.55488, 0.34818)",0.0249091545147051,"",,,26.2188197740812,"(0.63183, 0.34793)","W=0.2584, RGB=0.7416",R-G
264,"(0.60072, 0.37594)",6,"(0.58658, 0.32796)",0.0356472124091356,"",,,38.7996302478887,"(0.66867, 0.32117)","W=0.2605, RGB=0.7395",R-G
265,"(0.47228, 0.18300)",1,"(0.47638, 0.18611)",0.00398499751577312,"dUV max=0.036362, min=0.003985, avg=0.022026",-29.4637,-29.4637,-19.3254864315448,"(0.47638, 0.18611)","W=0.0000, RGB=1.0000",
265,"(0.47228, 0.18300)",2,"(0.45013, 0.17333)",0.0196267273581336,"",,,-33.648865513943,"(0.45013, 0.17333)","W=0.0000, RGB=1.0000",
265,"(0.47228, 0.18300)",3,"(0.46288, 0.19067)",0.0207832553390115,"",,,-3.4424532316412,"(0.46939, 0.18271)","W=0.0876, RGB=0.9124",B-R
265,"(0.47228, 0.18300)",4,"(0.49064, 0.20446)",0.0246805517184682,"",,,9.92029791060249,"(0.49875, 0.19700)","W=0.0838, RGB=0.9162",B-R
265,"(0.47228, 0.18300)",5,"(0.50394, 0.19952)",0.02672056449545,"",,,-8.67191253716408,"(0.50394, 0.19952)","W=-0.0000, RGB=1.0000",
265,"(0.47228, 0.18300)",6,"(0.43646, 0.17755)",0.036361990528431,"",,,-17.1500520085135,"(0.44151, 0.16914)","W=0.0919, RGB=0.9081",B-R
